filename,Actual,Prediction,reason
4-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows a mixture of saccades and fixations on different flight instruments and external elements, including significant time spent on Others, MCDU, ND, FCU, and External views. The frequent switching between these different areas with small saccades suggests the pilot is scanning for anomalies rather than performing routine monitoring."
18-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace includes repeated references to ND (Navigation Display), FCU (Flight Control Unit), and ECAM and MFD (Electronic Centralized Aircraft Monitor and Multifunction Display) along with periods of saccades (quick eye movements). This pattern suggests the pilot is systematically scanning critical instruments and displays, which is indicative of conducting abnormality detection rather than normal monitoring."
2-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace contains multiple instances of 'ND' (normal detection) with varying saccades and Pupil size changes, indicating the pilot's active engagement in monitoring and assessing the environment, which is consistent with abnormality detection behavior."
17-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace indicates prolonged and focused attention on specific instruments such as 'ECAM and MFD' and 'ND', with instances of saccades, followed by revisits to these displays. This pattern is typical of a pilot engaging in abnormality detection rather than normal monitoring, as they would likely be checking various instruments methodically to identify and address any issues."
16-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace contains extended periods of fixation on ECAM and MFD, with some lasting up to 1042 milliseconds. This behavior is consistent with anomaly detection since the ECAM (Electronic Centralized Aircraft Monitor) and MFD (Multi-Function Display) are often scrutinized for system status and alerts. The presence of longer fixation durations and repeated scrutiny suggests a shift from routine monitoring to focused problem-solving or system checks, which is indicative of abnormality detection."
3-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace contains multiple 'ND' (e.g. 711, 561, 862, etc.) events with various saccades in-between. This pattern suggests the pilot is inspecting and verifying different instruments or parts of the cockpit, which is typical during abnormality detection."
7-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace shows frequent and extended attention to multiple critical flight systems such as the ECAM and MFD (multiple instances including a long duration of 1443 ms), MCDU, FCU, and ND. These areas are crucial for identifying and diagnosing abnormalities. Additionally, the pupil dilation, peaking at 1.08, suggests heightened cognitive workload, which is consistent with abnormality detection behaviour."
9-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows multiple instances of ND (Non-Destructive) fixations and FCU (Flight Control Unit) interactions, which indicate the pilot is inspecting for abnormalities or issues. Additionally, the presence of various saccades with consistent pupil size suggests a focused and active scanning behavior typical of abnormality detection."
10-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze trace indicates a pattern of increased and fluctuating pupil size, along with multiple fixations on crucial monitoring areas like 'ECAM and MFD' and 'LDG'. This behavior suggests heightened cognitive load and attention to detail, which are indicative of abnormality detection rather than just normal monitoring."
7-AA2BB_Task2-Detected.json,Pos,0,"The gaze trace shows a significant amount of time focused on PFD (Primary Flight Display) and ND (Navigation Display), with frequent saccades and other display checks. This pattern is more indicative of normal monitoring rather than an explicit abnormality detection procedure, which would likely involve more pronounced, directed, and repetitive checks on specific instruments or warnings."
1-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace indicates the pilot is frequently switching attention between different instruments and displays (MCDU, PFD, ECAM and MFD, ND, and LDG), with numerous saccades between them. This pattern suggests the pilot is conducting a thorough scan and possibly looking for anomalies, which aligns with abnormality detection behavior rather than routine monitoring."
14-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows multiple instances of 'ND' (which stands for 'Non-Detection'), indicating the pilot is likely checking for abnormalities. The frequent shifts from ND to saccade and other types indicate a focused yet varying scanning pattern typical in abnormality detection. The pupil dilation changes also align with high cognitive load periods, further supporting this behavior."
18-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace includes multiple fixations on critical instruments (MCDU, PFD, ND) and surfaces (LDG) coupled with numerous saccades, indicative of a focused search pattern typically associated with abnormality detection rather than routine monitoring."
9-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace indicates a high occurrence of saccades and considerable focus on 'ECAM and MFD,' with apparent pattern changes, including looking at multiple display units and high-frequency transitions. These patterns are common during abnormality detection as pilots scan for irregularities across various instruments quickly and frequently."
11-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace indicates a significant amount of time spent on PFD (Primary Flight Display) and ND (Navigation Display), as well as MCDU (Multipurpose Control Display Unit). The pilot's gaze frequently returns to these critical flight instruments and systems, and the presence of long fixation times on PFD and ND suggests the pilot is scrutinizing these displays closely. This behavior is consistent with abnormality detection, where a pilot would be checking for inconsistencies or issues in the flight data."
8-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes multiple instances of 'ND' (Near Detection) and 'PFD' (Potential Failure Detection), indicating the pilot is likely focused on detecting abnormalities rather than just conducting normal monitoring."
10-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace displays several long-duration 'ND' (not detecting) events interspersed with shorter-duration 'saccade' events. The pattern suggests focused checking periods for potential abnormalities, indicated by the cyclical engagement with the 'ND' category. This alternation between scanning (saccades) and monitoring (ND) is indicative of abnormality detection."
15-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows multiple instances of 'ND' (normal detection) and 'PFD' (possible fault detection) with significant pupil size changes, which indicates the pilot may be scanning for abnormalities rather than just normal monitoring."
3-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace indicates a significant focus on the ECAM and MFD (Electronic Centralized Aircraft Monitor and Multi-Function Display), especially for a prolonged period of 2004 ms. This, along with frequent saccadic movements and repeated attention to the MCDU (Multi-Function Control and Display Unit), suggests an active search for anomalies or issues within the aircraft systems, which is indicative of abnormality detection behavior rather than routine monitoring."
12-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace indicates repeated focus on the ECAM and MFD displays, which are used for monitoring aircraft systems and alerts. The pilot's consistent focus on this area, along with varying pupil sizes, suggests active abnormality detection rather than normal monitoring."
18-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace predominantly features saccades interspersed with significant durations focused on Primary Flight Display (PFD), Navigation Display (ND), and Others, suggesting an active search and examination pattern consistent with abnormality detection behavior. The pupil size variations further support this hypothesis as it indicates a heightened level of alertness and cognitive processing."
9-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows patterns indicative of abnormality detection behavior, including frequent saccades and varying pupil sizes. The presence of 'ND' (Normal Detection), 'FCU' (Flight Control Unit), 'PFD' (Primary Flight Display), and 'External' suggests the pilot is actively scanning different areas, which is typical in abnormality detection to ensure all systems are functioning correctly."
4-AA2BB_Task2-Detected.json,Pos,0,"The gaze trace shows a pattern of saccades and fixations on various cockpit displays such as MCDU, ND, LDG, and PFD, which are typical of regular monitoring behavior. The pilot does not appear to focus on any one area excessively, which might indicate troubleshooting. Additionally, pupil dilation appears to be within normal range with slight variations that do not suggest heightened stress or abnormal detection activity."
2-AA2BB_Task2-Detected.json,Pos,1,"The presence of extended periods classified as 'Others' interspersed with short saccades suggests the pilot is scanning the instrument panel or the environment closely, which aligns with abnormality detection. Additionally, the abrupt changes in pupil size during saccades and the presence of 'ND' (potentially indicating Not Detectable or Non-Detection events) further support the likelihood of a vigilant scanning behavior indicative of detecting anomalies."
9-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze is primarily focused on the ECAM and MFD displays for extended periods, which is indicative of scanning for abnormalities. Additionally, the use of PFD and ND displays and the fluctuation in pupil size suggest heightened cognitive engagement, further supporting the estimation that the pilot is conducting abnormality detection behavior."
10-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows a significant number of saccades, which indicate quick eye movements, combined with several periods marked as 'ND' (likely 'Normal Detection') and 'PFD' (possibly 'Primary Flight Display'). The frequent changes in the pupil size also suggest increased cognitive load and attention shifts. These patterns are consistent with a pilot actively scanning the instruments for any abnormalities rather than casually monitoring them."
17-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows frequent shifts between critical displays such as MCDU, ECAM and MFD, and LDG, with less focus on 'Others' and consistent pupillary response indicative of cognitive workload. These patterns suggest the pilot is actively scanning multiple systems, indicative of an anomaly detection behavior rather than routine monitoring."
3-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace contains multiple fixations on 'ECAM and MFD' and 'LDG', which are indicative of the pilot checking system displays and abnormality indications. The duration of these fixations is significant, especially the 3697 ms on 'ECAM and MFD', suggesting focused attention potentially related to troubleshooting or verifying system status, which is consistent with abnormality detection behavior."
4-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace indicates the pilot is conducting abnormality detection based on several factors: frequent attention to 'ECAM and MFD' displays, which are crucial for monitoring engine and system statuses (visited multiple times with significant durations such as 761 ms, 631 ms, 1873 ms), and higher-than-average pupil dilation particularly during these checks, suggesting focused cognitive effort possibly related to detecting irregularities. Additionally, the relatively long fixations on 'MCDU' (multiple times, e.g., 461 ms, 811 ms) and switches to 'PFD' and 'Others', coupled with frequent saccades, imply scanning for potential issues rather than routine checks."
5-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows a pattern that is indicative of abnormality detection. It includes prolonged fixation on 'Others', 'FCU', 'LDG', and 'ECAM and MFD', which are usual regions a pilot would focus on when monitoring for abnormalities. The frequent saccades with varying pupil sizes further support this activity, as quick eye movements and changes in pupil size can indicate heightened attention and cognitive workload associated with detecting abnormalities."
2-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows a significant number of saccades (which are rapid movements of the eye) indicating that the pilot is actively scanning the environment. This is typical of abnormality detection behaviour rather than normal monitoring. Moreover, the pupil dilation is relatively high throughout the trace, suggesting focused attention and cognitive processing consistent with detecting abnormalities."
13-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows long periods of normal dwell time (ND) interspersed with saccades, which suggests the pilot is looking steadily at certain instruments or areas, typical of scrutinizing for abnormalities. There are also several rapid saccades indicating regular scanning behavior that can be associated with identifying potential issues. The inclusion of external glances and prolonged ND times further supports the idea the pilot is conducting checks beyond standard monitoring."
