filename,Actual,Prediction,reason
4-BB2AA_Task2-Detected.json,Pos,1,"The pilot's gaze pattern includes checking multiple instruments and areas such as MCDU, ND, FCU, and the external environment. Frequent saccades and varying pupil sizes suggest focused attention and scanning for potential issues, which is indicative of conducting abnormality detection rather than normal routine monitoring."
18-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows significant attention to the ND (Navigation Display) and FCU (Flight Control Unit) regions, along with multiple saccades indicating rapid eye movements. There is also notable focus on ECAM and MFD (Electronic Centralized Aircraft Monitoring and Multi-Function Display) regions. Such patterns are indicative of the pilot checking multiple critical instruments frequently, which aligns with abnormality detection behavior rather than just normal monitoring."
2-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows a high frequency of saccades and variable pupil sizes, which indicates the pilot may be scanning for abnormalities. The presence of 'Others' and 'ND' (Non-Directive gaze or Fixations) along with the changing pupil sizes suggests heightened vigilance and cognitive load typical of abnormality detection."
17-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows the pilot focusing on multiple critical instruments such as ECAM, MFD, ND, and FCU with frequent saccades, which are indicative of checking for abnormalities. This pattern is consistent with systematic scanning for abnormality detection rather than routine monitoring."
16-BB2AA_Task1-Detected.json,Pos,1,"The pilot is likely conducting abnormality detection as indicated by frequent and significant attention diversion to 'ND' (Navigation Display) which is commonly checked for abnormalities. There are multiple instances of 'ND' with varying pupil sizes (indicative of increased cognitive load or focus), suggesting that the pilot is probably checking for irregularities rather than performing routine monitoring tasks."
3-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows a repeated pattern of saccades interspersed with 'ND' (indicating 'Not Detectable') and 'Others' labels, along with varying pupil sizes. This suggests that the pilot is scanning different points of interest, which is characteristic of abnormality detection behavior."
7-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace contains multiple fixations on the ECAM and MFD, which indicates attention to warnings and system status, consistent with abnormality detection. Additionally, there is a frequent pattern of rapid eye movements (saccades) interspersed with gazes at systems like FCU and MCDU, further supporting a scenario where the pilot is actively scanning for abnormalities."
9-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes multiple instances of 'ND' (Normal/Abnormal Detection), 'PFD' (Primary Flight Display), and 'FCU' (Flight Control Unit) with significant pupil dilation variations. These patterns suggest the pilot is actively scanning for abnormalities."
10-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows frequent and sustained attention on ECAM, MFD, and LDG panels, along with notable pupil dilation. This suggests focused and detailed inspection, indicative of abnormality detection behavior."
7-AA2BB_Task2-Detected.json,Pos,0,"The gaze trace shows the pilot's attention is primarily distributed across various instruments such as 'Others', 'ND', 'PFD', 'FCU', and 'ECAM and MFD', indicating normal monitoring behavior. Abnormality detection would be characterized by focused and rapid shifts in attention to specific critical areas, which is not evident here."
