filename,Actual,Prediction,reason
4-BB2AA_Task2-Detected.json,Pos,1,"The pilot's gaze trace shows a pattern of frequent saccades and attention to various cockpit instruments and external views. This behavior, particularly the transitions between the MCDU, FCU, ND, and external views, suggests active scanning for irregularities or issues, which is indicative of abnormality detection rather than routine monitoring."
18-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows prolonged and repeated fixations on ECAM and MFD (multiple instances with substantial durations: 331ms, 130ms, 250ms, 2364ms, 671ms), which are consistent with actions taken during abnormality detection and diagnosis. The saccades interspersed with these fixations suggest the pilot is scanning different areas to cross-check information, commonly seen in abnormality detection scenarios."
2-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows multiple instances of 'ND' (abnormality detection) with varying pupil sizes, indicating focused attention during certain periods. Additionally, 'saccade' activity is frequent, suggesting the pilot is scanning the environment systematically. This combination is consistent with behavior expected during abnormality detection rather than normal monitoring."
17-BB2AA_Task2-Detected.json,Pos,1,"The pilot demonstrates a structured pattern of checking multiple important flight instruments and components that could indicate an active search for irregularities. The extended focus on 'ND' (Navigation Display) and 'ECAM and MFD' (Electronic centralized aircraft monitor and Multi-function display), with higher frequency of saccades, suggests heightened vigilance and effort to detect abnormalities."
16-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace demonstrates frequent and prolonged attention to the ECAM and MFD displays, which are critical for monitoring and diagnosing aircraft systems. Extended durations spent on these displays (281, 190, 791, 1042, 210, 591, and 421 milliseconds) suggest a focus on potential abnormalities. The presence of saccades between these prolonged fixations indicates active scanning and possible identification of issues. The variability in pupil size, peaking at 1.17, further supports a hypothesis of heightened cognitive load and attention likely linked to abnormality detection."
3-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace indicates frequent saccades and short non-saccadic durations, characteristic of visual scanning for abnormality detection. Additionally, the consistent variation in pupil size suggests cognitive effort associated with this task."
7-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows multiple interactions with key instruments such as the FCU (Flight Control Unit), ND (Navigation Display), and ECAM (Electronic Centralized Aircraft Monitor) which are essential for detecting abnormalities. Additionally, the frequent saccades and relatively shorter fixation durations suggest active scanning behavior typical in abnormality detection scenarios."
9-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows a pattern of checking different panels and instruments with various abbreviations like PFD, ND, FCU, and External. This, combined with the frequent saccades, suggests the pilot is systematically checking multiple systems, which aligns with abnormality detection behavior rather than just normal monitoring."
10-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows a high frequency of saccades and changes in pupil diameter, which are indicative of increased cognitive load and visual scanning typical of abnormality detection. The pilot frequently switches between different areas such as PFD, ECAM and MFD, FCU, LDG, and experiences notable fluctuations in pupil diameter (ranging from 1.07 to 1.42), supporting the assessment that the pilot is actively scanning and assessing the situation, consistent with abnormality detection."
7-AA2BB_Task2-Detected.json,Pos,1,"The pilot's gaze trace includes a pattern of frequent and targeted fixations on specific displays (PFD, ND, ECAM and MFD) interspersed with saccades, which is indicative of checking multiple information sources quickly, a behavior associated with abnormality detection. Additionally, the pupil dilation changes suggest increased cognitive load, further supporting the idea that the pilot is actively scanning for potential issues rather than simply conducting routine monitoring."
1-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace indicates frequent checks across multiple critical flight instruments such as the PFD (Primary Flight Display), ND (Navigation Display), and ECAM (Electronic Centralized Aircraft Monitor). The frequent saccades and variations in pupil dilation suggest heightened attention and possible stress, which are consistent with abnormality detection behavior rather than routine monitoring."
14-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a pattern that alternates between different activities, including saccades, 'ND' (likely non-detection or non-discrimination tasks), and 'Others'. There are also significant variations in pupil size, especially during periods labeled as 'ND'. These variations in pupil size and shifting focus suggest heightened cognitive processing and scanning behavior, which are indicators of abnormality detection rather than regular monitoring."
18-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace indicates frequent and rapid transitions (saccades) between different instruments (MCDU, PFD, LDG, ND) and other areas (Others). This behavior is typical of a pilot conducting abnormality detection as they would need to quickly scan multiple instruments to identify any issues. Additionally, the pupil size varies slightly, which can indicate focused attention and cognitive load, both of which are consistent with abnormality detection rather than routine monitoring."
9-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace includes multiple instances of gazing at ECAM and MFD, which are common areas for abnormality detection. The frequent checking of these displays (ECAM and MFD) combined with the presence of other monitored items like ND and MCDU suggests that the pilot is actively engaging in abnormality detection rather than routine monitoring."
11-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a significant amount of saccades and transitions between different instruments (PFD, ND, MCDU). Additionally, there are notable segments labeled as 'Others,' suggesting the pilot is scanning various elements within the cockpit. This pattern is typically seen during abnormality detection as the pilot needs to quickly assess and interpret various data sources to identify and address potential issues."
8-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes a significant number of fixations labeled as 'ND' (Normal Detection) and 'PFD' (Potential Fault Detection), which are indicative of scanning for abnormalities. The presence of multiple 'saccade' entries interspersed with these fixations also aligns with the pattern of a pilot systematically scanning different areas for potential issues. Therefore, it is reasonable to predict the pilot is conducting abnormality detection."
10-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a pattern of frequent saccades interspersed with periods of non-directional (ND) eye movements and occasional other events, such as 'External' and 'Others'. Additionally, the pupil size varies slightly but remains within a normal range, which could indicate active visual scanning for abnormalities. The frequent saccades suggest the pilot is actively searching for specific details or abnormalities rather than passively monitoring."
15-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes multiple instances of 'ND' (normal detection) and 'PFD' (possible fault detection) phases, interspersed with short saccades and fluctuating pupil dilation values. This suggests intense scanning and verification, behaviours associated with abnormality detection rather than routine monitoring."
3-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows the pilot frequently focusing on MCDU (Multifunction Control and Display Unit) and ECAM (Electronic Centralized Aircraft Monitor) and MFD (Multifunction Display). These areas are critical for detecting and diagnosing aircraft abnormalities. The frequent shifts (saccades) between these areas indicate an active search for information, consistent with abnormality detection rather than routine monitoring."
12-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows significant fixation on the 'ECAM and MFD' for extended durations. This area is typically monitored for system statuses and alerts, which is consistent with abnormality detection. The pupil dilation values also vary, possibly indicating cognitive load or stress, which can be associated with detecting and addressing abnormalities. Additionally, frequent saccades between these fixations suggest the pilot's intensive scanning behavior, further supporting the idea of conducting abnormality detection rather than normal monitoring."
18-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace indicates the presence of prolonged fixations (e.g., PFD: 1743 ms, 771 ms, 892 ms) combined with shorter saccades (e.g., 10 ms, 20 ms, 40 ms in sequences). The notable changes in pupil diameter also suggest a shift in cognitive load. These patterns suggest focused attention on specific instruments or areas, typical in abnormality detection where the pilot needs to identify and assess irregularities."
9-AA2BB_Task2-Detected.json,Pos,1,"The pilot appears to be conducting abnormality detection based on the given gaze trace. Evidence includes focused periods of 'ND' (Non-dangerous) events followed by consistent 'saccade' movements, indicating scanning behavior. There are also instances of 'PFD' (Primary Flight Display) checks and 'External' scans which are typical when cross-checking instruments and external environment. The variations in pupil size also suggest a heightened attention state consistent with abnormality detection activities."
4-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows the pilot looking at various important instruments and control panels (MCDU, ND, LDG, PFD) frequently, which suggests focused attention on multiple areas rather than normal monitoring of a single or fewer instruments. This indicates a pattern consistent with conducting abnormality detection."
2-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace includes significant saccade activities interspersed with ND (Non-Detection) events and variable pupil sizes, which suggests focused attention and scanning behavior. The notable changes in pupil size during and after saccades indicate the pilot may be actively searching for abnormalities rather than just conducting routine monitoring."
9-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace indicates a focus on multiple critical instruments for extended periods (ECAM and MFD, PFD, ND, LDG), with frequent saccades and some time spent on 'Others'. The elevated and fluctuating pupil sizes further suggest heightened cognitive load, consistent with abnormality detection rather than routine monitoring."
10-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes extended periods of 'ND' (abnormality detection) and 'PFD' (possibly related to primary flight display), which suggests a focus on identifying or confirming anomalies. Additionally, the pilot's pupil dilation increases significantly during these phases and heavy saccadic reactions could indicate active scanning behavior."
17-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows that the pilot is looking at multiple critical instruments and displays, such as MCDU, LDG, ECAM and MFD, in quick succession with saccades in between. This behavior indicates an active search for information or abnormality detection rather than routine monitoring. The changing pupil diameter also supports focused attention on different elements, which is consistent with a systematic scan for abnormalities."
3-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze trace shows significant attention to the ECAM and MFD, which are crucial for detecting and managing abnormalities. The detailed timings (e.g., 3697 ms and 411 ms) spent on these displays, along with multiple saccades, suggest focused monitoring and cross-checking typical in abnormality detection. The pupil measurements remain relatively stable, indicating the pilot's concentration. Thus, it is likely the pilot is conducting abnormality detection."
4-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace shows extended and frequent fixations on the 'ECAM and MFD' areas, which are critical for monitoring aircraft systems and detecting abnormalities. The cumulative duration spent on these areas is significantly higher compared to normal monitoring behavior, indicating a focused effort in checking for potential issues. Additionally, the saccades between these fixations suggest active scanning and verification behavior consistent with abnormality detection."
5-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows rapid eye movements (frequent saccades) and attention to various instruments and displays (Others, FCU, LDG, ECAM and MFD). The fluctuation in pupil size may also indicate heightened cognitive load, suggesting the pilot is actively scanning for anomalies."
2-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows a predominance of 'External' observations, indicating that the pilot is focusing extensively on the environment outside the cockpit. This extended external observation is consistent with behaviors associated with abnormality detection, where the pilot is likely scanning for potential issues or threats. The pupil dilation remains fairly consistent, which supports focused attention rather than distraction."
13-BB2AA_Task2-Detected.json,Pos,0,"The gaze trace data indicates a mix of saccades (frequent small eye movements) and ND (normal dwell periods) along with PFD (Primary Flight Display) readings. The pilot's gaze pattern shows a regular scanning behavior, with no significant long periods of fixation or erratic movements that would suggest concentrated focus on a specific abnormality. The pilot's pupil dilation remains relatively stable, indicating normal cognitive load without signs of stress or abnormality detection."
8-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace includes 'ND' (Navigation Display), 'PFD' (Primary Flight Display), 'ECAM and MFD' (Engine/Warning Display and Multi-Function Display), and 'LDG' (Landing Gear), which are typically involved in abnormality detection due to their role in monitoring aircraft systems and status. Frequent saccades, indicated by rapid eye movements and changes in pupil size, also suggest an active search for issues."
12-AA2BB_Task2-Detected.json,Pos,1,"The pilot exhibits a mix of saccades and fixations, with noticeable periods of pupillary response changes and some phases where 'Others' and 'External' activities dominate. Constant pupil dilation to around 1.03 during some segments, and frequent saccades paired with varying pupil sizes suggest a higher cognitive load, indicative of an abnormality detection task rather than routine monitoring."
8-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a significant number of fixations on key cockpit displays associated with abnormality detection such as ND, PFD, and ECAM and MFD. The pupil dilation values gradually increase, indicating heightened attention and cognitive load, which are consistent with a pilot engaged in abnormality detection."
