filename,Actual,Prediction,reason
4-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows the pilot's attention is shifting frequently between different cockpit interfaces and the external environment, accompanied by rapid and varied pupil dilations. This pattern is indicative of the pilot actively scanning and checking for irregularities rather than engaging in routine monitoring."
18-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace shows significant attention on the ECAM and MFD (2364 ms + 671 ms). This focus on the engine and system monitoring screens, combined with periods of scanning (saccades) and returns to looking at other areas, suggests a higher likelihood of abnormality detection behaviour rather than routine monitoring."
2-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows periods of intensive focus indicated by consistent saccades with relatively high pupil dilation. Abnormality detection is often characterized by such patterns due to the pilot scanning for potential issues. The presence of prolonged 'Others' and 'ND' periods with varying pupil sizes also suggests close monitoring and data analysis, which are typical behaviors in abnormality detection."
17-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows the pilot frequently moving their gaze across various cockpit instruments and displays (ECAM and MFD, ND, FCU) along with multiple saccades. This pattern suggests the pilot is scanning different critical areas, which aligns with behaviours associated with abnormality detection rather than routine monitoring."
16-BB2AA_Task1-Detected.json,Pos,0,"The gaze trace shows the pilot looking at the ECAM and MFD several times, which is part of routine monitoring. There are also periods where the focus shifts to other areas or saccades, indicating normal scanning behavior. The pupil sizes remain relatively stable, suggesting no signs of stress or sudden changes that typically occur during abnormality detection."
3-BB2AA_Task2-Detected.json,Pos,0,"The gaze trace primarily features a pattern of alternating fixations (ND) and saccades typical of normal monitoring behavior. The durations of fixations and saccades do not indicate behaviors specific to actively scanning for abnormalities, which would likely involve more frequent and longer duration of saccades along with irregular fixation patterns."
7-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace includes multiple instances where the pilot's focus is on 'FCU' (Flight Control Unit) and 'ECAM and MFD' (Electronic Centralized Aircraft Monitor and Multi-Function Display). These instruments are critical for detecting and managing abnormalities. The total duration spent on these critical systems (341 ms on FCU and 1773 ms on ECAM and MFD) indicates a focused effort on potential abnormality detection, rather than regular monitoring."
9-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace contains multiple instances of 'ND' (which could stand for 'Noticeable Distractions' or 'Non-Standard Deviations') and 'PFD' ('Potential Faults Detected') alongside saccades. The presence of these indicators suggests the pilot is identifying potential abnormalities, aligning with the behaviour of conducting abnormality detection rather than normal monitoring."
10-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows frequent references to ECAM and MFD, which are systems used for monitoring and detecting abnormalities. These references occur multiple times with varying pupil diameters, indicating close inspection and potential issues monitoring. Additionally, there are repeated saccadic movements indicating intensive scanning behavior, supporting the likelihood of abnormality detection rather than routine monitoring."
7-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a repeated pattern of saccades and focus on various instruments including ECAM and MFD, PFD, ND, and Others. High frequency of saccades and systematic focus on critical flight displays suggest the pilot is conducting abnormality detection rather than normal monitoring."
