filename,Actual,Prediction,reason
4-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace contains prolonged periods of pupil fixation durations (PFD) and a relatively higher number of saccades, which are indicative of the pilot engaging in abnormality detection behavior. This pattern suggests focused and prolonged inspection of specific regions, likely in response to detecting or verifying abnormalities."
4-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows a combination of scanning (saccades) and focused attention (PFD - Pursuit fixation duration), along with variations in pupil size which can indicate cognitive load. This pattern is consistent with behavior typical of abnormality detection rather than routine monitoring, where the focus would likely be less pronounced and the saccades more regular."
4-AA2BB_Task1-Detected.json,Pos,1,"The participant's gaze trace shows frequent saccades and attention to multiple instruments like ECAM and MFD, LDG, ND, and PFD. This indicates an abnormality detection behavior as the pilot is likely scanning various displays and checking for issues, rather than just conducting normal monitoring."
4-AA2BB_Task2-Detected.json,Pos,0,"The gaze trace lacks prolonged fixation on critical instruments and displays frequent saccades, indicating routine monitoring rather than focused abnormality detection behaviour."
4-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows a significant amount of time spent on the ECAM and MFD sections, which are crucial for monitoring system abnormalities. The participant's pupil size also shows minor variations, which could indicate active scanning and attention. These patterns suggest that the pilot is likely conducting abnormality detection rather than just normal monitoring."
4-BB2AA_Task2-RandomSlice_Slice2.json,Neg,0,"The gaze trace indicates that the pilot spent significant time looking at 'Others' and 'MCDU' with occasional brief saccades, which is indicative of normal monitoring behavior rather than targeted abnormality detection."
4-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace includes periods of normal data (ND), saccades, peripheral field detection (PFD), and external references which indicates the pilot is actively scanning and processing information, typical behaviors for abnormality detection. The frequent saccades and varying pupil diameters suggest heightened alertness and effort to detect abnormalities."
4-AA2BB_Task2-Detected.json,Pos,1,"The participant's gaze trace includes frequent saccades and transitions between different cockpit interfaces (e.g., ND, LDG, MCDU, PFD), which indicates active scanning behavior typically associated with abnormality detection rather than normal monitoring."
4-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace indicates high PFD (Primary Flight Display) values interspersed with brief saccades, along with consistent pupil dilation levels. This pattern suggests focused attention and analysis, typical of abnormality detection."
4-BB2AA_Task1-Detected.json,Pos,1,"The participant's gaze trace indicates frequent and prolonged fixations on the ECAM and MFD (several instances: 631ms, 471ms, 230ms, 180ms, 531ms, 1873ms), which is indicative of an in-depth examination of system displays, often associated with abnormality detection behaviour. The increased pupillometry values also suggest heightened cognitive load, which aligns with the need to assess and detect abnormalities."
4-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace indicates frequent periods of 'saccade' interspersed with 'PFD' (Primary Flight Display) and 'ND' (Navigation Display) monitoring. This pattern suggests active scanning and switching focus among different flight instruments, which is a typical behavior during abnormality detection, rather than normal monitoring where prolonged attention to stable regions would be more common."
4-BB2AA_Task2-Detected.json,Pos,1,"The participant's gaze trace shows concentrated and prolonged focus on the MCDU, FCU, ND, and External, which is indicative of abnormality detection as these areas are commonly checked for system status and external abnormalities. Additionally, the variance in pupil sizes and frequent saccades suggest increased cognitive load, consistent with problem-solving or detecting anomalies."
4-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows frequent saccades and quick changes in pupil size, which are indicators of high engagement and scanning behavior typical of abnormality detection. The presence of 'External' and 'Others' events also suggests that the pilot is looking out for unusual stimuli."
4-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The participant’s gaze trace shows frequent saccades and fixations between various aircraft systems (Others, MCDU, and FCU), along with changes in pupil size. This pattern indicates an active and systematic scanning behavior typical of pilots conducting abnormality detection rather than relaxed or routine monitoring."
18-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows prolonged periods of PFD (Primary Flight Display) focus, interspersed with multiple rapid saccades and a significant 'Others' period which indicates switching gaze between different instruments or areas. This pattern is indicative of the pilot actively scanning for abnormalities rather than regular monitoring."
18-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The participant's gaze trace includes multiple instances of 'saccade' behavior interspersed with higher pupil dilation values, which are typically associated with increased cognitive load and attention shifts often seen during abnormality detection. Additionally, extended gaze durations on 'External' and 'ECAM and MFD' further suggest monitoring critical information indicative of abnormality detection."
18-AA2BB_Task2-Detected.json,Pos,0,"The gaze trace includes several saccades and fixations on primary flight display (PFD), navigation display (ND), and multi-function control display unit (MCDU) indicating normal monitoring activities rather than abnormality detection, as the pilot’s focus is distributed evenly across various flight instruments rather than an unusual concentration on any particular area or repetitive scanning indicative of troubleshooting."
18-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The given gaze trace shows extended periods of PFD (Primary Flight Display) fixations interspersed with several saccades, which is indicative of a focused and deliberate scanning pattern. This behavior is often associated with abnormality detection as the pilot is likely examining different instruments and areas on the PFD more intensively to identify any irregularities."
18-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows a high frequency of saccades, indicating active scanning behavior. Additionally, the pupil dilation values fluctuate, suggesting cognitive load, which is typical during abnormality detection tasks. Moreover, focused gazing on critical displays like ECAM, MFD, ND, and PFD further supports the assumption that the pilot is engaged in abnormality detection."
