filename,Actual,Prediction,reason
4-BB2AA_Task2-Detected.json,Pos,1,"The pilot's gaze trace shows repeated switches between various instruments and the external environment, with a decreasing pattern in pupil size indicating increasing focus or cognitive workload. This pattern is consistent with abnormality detection behavior, where the pilot frequently checks different instruments and outside conditions to identify potential issues."
18-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace shows a significant amount of time spent on 'ECAM and MFD' (3035 ms) and 'ND' (431 ms), which are key displays for abnormality detection. Frequent saccades and changes in pupil size also indicate intense focus and scanning behavior, consistent with abnormality detection."
2-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows frequent saccades interspersed with periods categorized as 'Others,' 'ND' (No Disturbance), and 'PFD' (perhaps referring to 'Primary Flight Display'), indicative of scanning behavior. Elevated pupil sizes during saccades may imply increased cognitive load, consistent with abnormality detection rather than routine monitoring."
17-BB2AA_Task2-Detected.json,Pos,1,"The pilot's gaze is focused on multiple critical displays such as ECAM and MFD, ND, and FCU, with frequent saccades in between. This pattern suggests active monitoring and cross-checking of various systems, indicative of abnormality detection."
16-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze pattern shows frequent and prolonged attention to the ECAM and MFD displays, interspersed with saccades and short observations of other areas. This indicates a focused effort on monitoring systems, typical of abnormality detection behaviours."
3-BB2AA_Task2-Detected.json,Pos,1,The gaze trace shows frequent saccades and fixation periods (ND) which are indicative of scanning behavior associated with abnormality detection. The rapid transitions and consistent pupil size changes suggest the pilot is actively searching for irregularities or assessing the situation critically.
7-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace includes multiple occurrences of 'FCU' and 'ECAM and MFD,' which are critical instruments often checked during abnormality detection. Additionally, there is a notable increase in pupil size during these checks, indicating heightened cognitive load and attention."
9-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes multiple instances of saccades and fixations with varied durations categorized as FCU, PFD, and ND, which suggests a systematic and thorough scanning behavior consistent with abnormality detection rather than routine monitoring."
10-AA2BB_Task1-Detected.json,Pos,1,"The presence of repeated focuses on 'ECAM and MFD' and 'LDG', as well as the increased pupil size observed during these instances, suggests that the pilot is actively scanning and interpreting these instruments to detect abnormalities. This behavior is characteristic of abnormality detection rather than routine monitoring."
7-AA2BB_Task2-Detected.json,Pos,1,"The pilot's gaze trace shows frequent switching between different instruments (ECAM and MFD, PFD, ND) and intermittent saccades, which is indicative of scanning behavior typical of abnormality detection rather than routine monitoring. The large amount of time spent on the PFD and the presence of multiple saccades suggest active visual search for inconsistencies or issues."
1-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows a repeated focus on critical displays (ECAM and MFD, PFD, ND) interspersed with quick saccades which indicate scanning behavior. This pattern is consistent with abnormality detection rather than normal monitoring, as the pilot seems to be actively checking multiple instruments for irregularities."
14-AA2BB_Task2-Detected.json,Pos,0,"The gaze trace indicates a mix of non-visual detection (ND) and saccades, with some periods classified as 'Others'. Abnormality detection typically involves more focused and prolonged fixation patterns rather than frequent saccades and transitions between different types of gaze states. The pattern here suggests regular monitoring rather than specific abnormality detection."
18-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows the pilot's visual attention shifting across multiple key instruments (MCDU, PFD, LDG, ND, and others) with regular saccades in between. This pattern is indicative of abnormality detection where the pilot is systematically scanning different instruments to check for discrepancies or issues, rather than focusing on one or two key areas which would be more typical of normal monitoring."
9-BB2AA_Task1-Detected.json,Pos,1,"The pilot frequently shifts focus to the ECAM and MFD, which are critical for monitoring and diagnosing system alerts and aircraft status. The gaze spends substantial durations on these displays (multiple instances exceeding 200-300 milliseconds, and one instance exceeding 700 milliseconds), interspersed with shorter saccades. This suggests a pattern of checking system statuses, indicative of an abnormality detection behavior rather than routine monitoring."
11-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a significant amount of time spent on ND (Navigation Display), which is typically used for situational awareness and identifying abnormalities, including a long continuous gaze of 1112 ms on ND. The pilot also exhibits multiple saccades followed by focused attention on various elements like MCDU and PFD, indicating an active search pattern for potential issues."
8-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes periods of sustained fixation (FCU and ND) interspersed with rapid saccades, indicating focused attention on specific instruments or areas, which is indicative of abnormality detection behavior rather than normal monitoring."
10-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace indicates frequent and rapid changes in direction (saccades) interspersed with shorter normal dwell times (ND), suggesting the pilot is actively scanning for abnormalities rather than just conducting normal monitoring."
15-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace contains multiple instances of PFD (Primary Flight Display) and ND (Navigation Display) fixations interspersed with saccades, indicating that the pilot is frequently shifting their attention between critical flight instruments. This pattern is consistent with abnormality detection behavior as the pilot is actively monitoring for any deviations or issues."
3-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows a pattern of the pilot shifting focus repeatedly with saccades between various points, including MCDU (multiple entries) and ECAM and MFD (multiple entries). This behavior is indicative of abnormality detection, where the pilot is scanning different instruments and systems for potential issues rather than just conducting a routine monitoring."
12-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze is frequently focusing on the 'ECAM and MFD', which are crucial for monitoring aircraft systems and detecting abnormalities. The gaze trace shows long and repeated fixations on these areas, interspersed with shorter saccades, indicating a detailed inspection pattern typical of abnormality detection behavior."
18-BB2AA_Task2-Detected.json,Pos,1,"The predominant presence of 'saccade' movements (7 instances) along with significant 'PFD' (Primary Flight Display) fixation times implies the pilot is scanning the environment and instruments actively, indicative of abnormality detection behaviour rather than regular monitoring."
9-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows the pilot's attention shifting between various indicators with frequent saccades and fixation on non-standard variables like ND and PFD. The pilot's pupil dilation changes but stays relatively sustained, suggesting a high-level cognitive process likely linked to abnormality detection."
4-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace includes frequent saccades and pupils' dilation variations, which are indicative of increased cognitive load. The pilot checks multiple instruments (such as ND, LDG, MCDU, and PFD) and other areas, potentially indicating an active search for abnormalities rather than routine monitoring."
2-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows frequent saccades and periods marked as 'ND' (No Data), which implies that the pilot is scanning different areas and perhaps not focusing on one particular spot for long periods. This kind of behavior is indicative of abnormality detection rather than normal monitoring, where gaze fixation would be more stable."
9-AA2BB_Task1-Detected.json,Pos,1,"The pilot is conducting abnormality detection since there is a significant amount of time spent on ECAM and MFD, which are crucial for identifying and diagnosing system issues. Additionally, the pilot's gaze also includes ND and LDG, indicating a thorough check across multiple critical displays."
10-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows frequent saccades with relatively high pupil dilation, which indicates focused attention and visual scanning behavior typically associated with abnormality detection. The presence of several non-discriminative fixations (ND) and fixations categorized as 'PFD' and 'FCU' further suggests detailed assessment of specific areas, consistent with abnormality detection tasks."
17-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace includes frequent switches between different cockpit instruments and areas (LDG, ECAM and MFD, Others) with saccadic movements. This pattern indicates systematic scanning behavior consistent with abnormality detection rather than routine monitoring."
3-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze is consistently directed towards the ECAM and MFD for significant durations (3697 ms, 100 ms, 411 ms), which are crucial for abnormality detection since these displays provide critical system status information. The pattern of short saccades interspersed between longer periods of focus on ECAM and MFD suggests active scanning and analysis, typical of abnormality detection rather than routine monitoring."
4-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows a significant amount of focus on the ECAM and MFD with several long fixations (631ms, 471ms, 230ms, 180ms, 531ms, 1873ms) and frequent saccades between these fixations. This behavior is consistent with abnormality detection where the pilot would need to closely monitor system displays and make quick visual shifts to identify and assess potential issues."
5-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace includes multiple saccades with pupil dilation changes, indicating focused attention shifts and visual scanning behavior consistent with abnormality detection. Notably, the presence of specific sequence focus shifts, including multiple 'Others' and 'ECAM and MFD' events where detailed attention to instrument panels are critical in diagnosing abnormal situations, supports this prediction."
2-BB2AA_Task1-Detected.json,Pos,0,"The gaze trace primarily consists of long 'External' views with consistent pupil sizes, which generally indicates routine monitoring rather than active abnormality detection."
13-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows extended periods of ND (Near Distance) with fewer and shorter saccades, which suggests focused observation and analysis rather than general monitoring. This pattern aligns with the behavior expected during abnormality detection where the pilot needs to closely examine specific areas for extended durations."
8-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace includes multiple recording points associated with abnormality detection, such as PFD (Primary Flight Display), ND (Navigation Display), ECAM (Electronic Centralized Aircraft Monitor) and MFD (Multi-Function Display) which are known for showing detailed information that pilots check during abnormal situations. Furthermore, the presence of frequent saccades suggests the pilot is actively scanning these critical instruments, consistent with behavior expected during abnormality detection."
